CMM,Status,Section Number,Content
2009-07_historical,historical,1,"The interim management objective for Pacific bluefin tuna is to ensure that the current level of fishing mortality rate is not increased in the Convention Area. Initially, control over fishing effort will be used to achieve this objective as follows:"
2009-07_historical,historical,2,"The Commission Members, Cooperating Non-Members and participating Territories (hereinafter referred to as CCMs) shall take measures necessary to ensure that total fishing effort by their vessels fishing for northern Pacific bluefin tuna in the area north of the 20 degrees north shall not be increased from the 2002-2004 level for 2010, except for artisanal fisheries.  In taking such measures, CCMs shall take account of the need to reduce the effort on juvenile (age 0-3) to the 2000-2004 level.  The measures in this paragraph shall not be applied to the Korean EEZ. 2"
2009-07_historical,historical,3,CCMs shall also take measures necessary to strengthen data collecting system for the northern Pacific bluefin tuna fisheries in order to improve the data quality and timeliness of data reporting;
2009-07_historical,historical,4,CCMs shall report to Executive Director by 31 July 2010 measures they implement paragraphs 2 and 3 above.  Korea shall provide ISC 10 and NC 6 with a report on its fisheries involving bluefin tuna catches;
2009-07_historical,historical,5,"The Northern Committee shall annually review reports CCMs submit pursuant to paragraph 4 above as well as the ISC advice on fishing mortality and status of the stock and consider, if necessary , further measures with particular attention to the recent trend of increasing fishing mortality rate on ages 0–3 fish;"
2009-07_historical,historical,6,The WCPFC Executive Director shall communicate this Conservation Management Measure to the IATTC Secretariat and its contracting parties whose fishing vessels engage in fishing for northern Pacific bluefin tuna and request them to take similar measures in conformity with paragraphs 2 and 3 above; and
2009-07_historical,historical,7,"To enhance effectiveness of this measure, CCMs are encouraged to communicate with and, if appropriate, work with the concerned IATTC contracting parties bilaterally."
2009-07_historical,historical,8,"The provisions of paragraph 2 shall not prejudice the legitimate rights and obligations under international law of those small island developing State Members and participating territories in the Convention Area whose current fishing activity for northern Pacific bluefin tuna is limited, but that have a real interest in fishing for the species, that may wish to develop their own fisheries for northern Pacific bluefin tuna in the future."
2009-07_historical,historical,9,"The provisions of paragraph 8 shall not provide a basis for an increase in fishing effort by fishing vessels owned or operated by interests outside such developing coastal State, particularly Small Island developing State Members or participating territories, unless such fishing is conducted in support of efforts by such Members and territories to develop their own domestic fisheries."
