CMM,Status,Section Number,Content
2005-02_historical,historical,1,"Commission Members, Cooperating Non-Members, and participating Territories (CCMs) shall not increase the number of their fishing vessels actively fishing for South Pacific albacore in the Convention Area south of 200S above current (2005) levels or recent historical (2000-2004) levels."
2005-02_historical,historical,2,"The provisions of paragraph 1 shall not prejudice the legitimate rights and obligations under international law of small island developing State and Territory CCMs in the Convention Area for whom South Pacific albacore is an important component of the domestic tuna fishery in waters under their national jurisdiction, and who may wish to pursue a responsible level of development of their fisheries for South Pacific albacore."
2005-02_historical,historical,3,"CCMs that actively fish for South Pacific albacore in the Convention Area south of the equator shall cooperate to ensure the long-term sustainability and economic viability of the fishery for South Pacific albacore, including cooperation and collaboration on research to reduce uncertainty with regard to the status of this stock."
2005-02_historical,historical,4, This measure will be reviewed in 2006 on the basis of advice from the Scientific Committee on South Pacific albacore.
